 Record  ,     Date/Time ,   X-Act ,   Y-Act ,  % Head Down,   Temp 
     2158 , 42164.94791667,       14,        2,          1.3,   15.5
     2159 , 42164.95138889,       54,        0,          0.0,   15.5
     2160 , 42164.95486111,       23,        0,          0.0,   15.5
     2161 , 42164.95833333,      102,        0,          0.0,   15.5
     2162 , 42164.96180556,      108,        0,          0.0,   15.5
     2163 , 42164.96527778,       81,        2,          6.7,   16.0
     2164 , 42164.96875000,       91,        0,          0.0,   16.0
     2165 , 42164.97222222,       13,        0,          0.0,   16.0
     2166 , 42164.97569444,        0,        0,          0.0,   16.0
     2167 , 42164.97916667,        5,        1,          4.0,   16.5
     2168 , 42164.98263889,        0,        0,        100.0,   16.5
     2169 , 42164.98611111,        4,        1,         59.3,   17.0
     2170 , 42164.98958333,       26,        0,          0.0,   17.0
     2171 , 42164.99305556,        9,        2,          0.0,   17.0
     2172 , 42164.99652778,        0,        0,          0.0,   17.0
     2173 , 42165.00000000,        1,        0,          0.0,   17.0
     2174 , 42165.00347222,        6,        3,         81.3,   17.0
     2175 , 42165.00694444,        0,        0,        100.0,   17.0
     2176 , 42165.01041667,       18,        3,         60.7,   17.0
     2177 , 42165.01388889,        9,        0,          0.0,   17.0
     2178 , 42165.01736111,       12,        0,          0.0,   17.0
     2179 , 42165.02083333,       12,       25,         92.7,   16.5
     2180 , 42165.02430556,        2,        3,          9.3,   16.0
     2181 , 42165.02777778,        0,        0,          0.0,   16.0
     2182 , 42165.03125000,        0,        0,          0.0,   16.0
     2183 , 42165.03472222,        0,        0,          0.0,   16.0
     2184 , 42165.03819444,        0,        0,          0.0,   16.0
     2185 , 42165.04166667,        0,        0,          0.0,   15.5
     2186 , 42165.04513889,        0,        0,          0.0,   15.5
     2187 , 42165.04861111,        2,        2,          0.0,   15.5
     2188 , 42165.05208333,        0,       20,          4.0,   15.5
     2189 , 42165.05555556,        0,        1,         95.3,   16.0
     2190 , 42165.05902778,        0,        0,        100.0,   16.0
     2191 , 42165.06250000,        0,        1,         99.3,   16.0
     2192 , 42165.06597222,        6,        1,         46.0,   16.0
     2193 , 42165.06944444,        0,        1,         52.0,   16.5
     2194 , 42165.07291667,        0,        0,          0.0,   16.5
     2195 , 42165.07638889,        0,        0,          0.0,   17.0
     2196 , 42165.07986111,        2,        6,          1.3,   17.0
     2197 , 42165.08333333,        0,        2,          0.0,   17.0
     2198 , 42165.08680556,        0,        0,          0.0,   17.0
     2199 , 42165.09027778,        0,        5,         36.7,   16.5
     2200 , 42165.09375000,        0,        1,         43.3,   16.5
     2201 , 42165.09722222,        2,       12,         34.0,   16.5
     2202 , 42165.10069444,        0,        3,         85.3,   16.5
     2203 , 42165.10416667,        0,        7,         38.7,   16.5
     2204 , 42165.10763889,        0,        0,          0.0,   16.5
     2205 , 42165.11111111,        0,        0,          0.0,   16.5
     2206 , 42165.11458333,        0,        0,          0.0,   16.0
     2207 , 42165.11805556,        0,        0,          0.0,   15.5
     2208 , 42165.12152778,        2,        6,          7.3,   15.5
     2209 , 42165.12500000,        0,       10,          2.7,   15.5
     2210 , 42165.12847222,        0,        0,          0.0,   15.5
     2211 , 42165.13194444,        0,       12,          2.7,   15.5
     2212 , 42165.13541667,        2,       10,          0.7,   15.5
     2213 , 42165.13888889,        6,        6,          2.7,   15.5
     2214 , 42165.14236111,        4,        6,          0.7,   15.5
     2215 , 42165.14583333,        0,        2,          0.0,   15.5
     2216 , 42165.14930556,        0,        5,         80.7,   15.5
     2217 , 42165.15277778,        0,        0,        100.0,   15.0
     2218 , 42165.15625000,        0,        3,         68.7,   14.5
     2219 , 42165.15972222,        0,        6,          9.3,   14.5
     2220 , 42165.16319444,       10,        4,         68.7,   14.5
     2221 , 42165.16666667,        0,        0,          0.0,   14.5
     2222 , 42165.17013889,        0,        0,          0.0,   14.5
     2223 , 42165.17361111,       16,       16,          1.3,   14.5
     2224 , 42165.17708333,       98,        0,          0.0,   14.5
     2225 , 42165.18055556,        8,        0,          0.0,   14.5
     2226 , 42165.18402778,        8,       10,          4.0,   14.5
     2227 , 42165.18750000,        0,        0,          0.0,   15.0
     2228 , 42165.19097222,        0,        2,          0.7,   15.0
     2229 , 42165.19444444,       28,        1,         32.7,   15.0
     2230 , 42165.19791667,        0,        2,         95.3,   15.0
     2231 , 42165.20138889,        0,        0,        100.0,   15.0
     2232 , 42165.20486111,        3,        1,         17.3,   15.0
     2233 , 42165.20833333,       11,        0,          0.0,   14.5
     2234 , 42165.21180556,        4,        2,          0.0,   14.5
     2235 , 42165.21527778,        4,        0,          0.0,   15.0
     2236 , 42165.21875000,       30,        4,          1.3,   15.0
     2237 , 42165.22222222,        4,        0,          0.0,   15.0
     2238 , 42165.22569444,       12,        6,          0.0,   14.5
     2239 , 42165.22916667,        6,        1,          9.3,   14.0
     2240 , 42165.23263889,       12,       16,         90.7,   14.0
     2241 , 42165.23611111,        0,       24,         99.3,   13.5
     2242 , 42165.23958333,       18,        0,        100.0,   12.5
     2243 , 42165.24305556,       10,        2,        100.0,   12.0
     2244 , 42165.24652778,       20,        0,        100.0,   11.0
     2245 , 42165.25000000,        6,        4,        100.0,   10.5
     2246 , 42165.25347222,        4,        0,        100.0,   10.0
     2247 , 42165.25694444,       34,       12,         99.3,   10.0
     2248 , 42165.26041667,       10,       14,         95.3,   10.0
     2249 , 42165.26388889,       17,       62,         90.0,   10.0
     2250 , 42165.26736111,       61,       70,         72.7,   10.0
     2251 , 42165.27083333,        4,        6,         99.3,   10.0
     2252 , 42165.27430556,       16,       24,         97.3,   10.5
     2253 , 42165.27777778,       34,       50,         98.0,   10.5
     2254 , 42165.28125000,       72,       54,         93.3,   11.0
     2255 , 42165.28472222,       28,       36,         96.0,   11.5
     2256 , 42165.28819444,        6,       10,         99.3,   11.5
     2257 , 42165.29166667,       10,       12,         99.3,   12.0
     2258 , 42165.29513889,        4,       14,         97.3,   12.5
     2259 , 42165.29861111,       32,       30,         97.3,   13.0
     2260 , 42165.30208333,       26,       24,         96.0,   13.0
     2261 , 42165.30555556,       44,       54,         93.3,   13.5
     2262 , 42165.30902778,       42,       81,         96.0,   14.0
     2263 , 42165.31250000,       20,       75,         84.7,   14.0
     2264 , 42165.31597222,       18,      170,         85.3,   14.0
     2265 , 42165.31944444,       10,       64,         96.0,   14.5
     2266 , 42165.32291667,       18,       66,         94.0,   15.5
     2267 , 42165.32638889,       24,       14,        100.0,   16.0
     2268 , 42165.32986111,       18,       76,         86.7,   17.0
     2269 , 42165.33333333,       14,       52,         90.7,   17.5
     2270 , 42165.33680556,       20,       48,         93.3,   18.0
     2271 , 42165.34027778,       16,       29,         96.0,   18.0
     2272 , 42165.34375000,       10,       85,         87.3,   18.0
     2273 , 42165.34722222,       42,       56,         92.7,   18.0
     2274 , 42165.35069444,       32,       21,         96.0,   18.0
     2275 , 42165.35416667,       40,       54,         70.7,   18.5
     2276 , 42165.35763889,       42,       75,         90.7,   18.5
     2277 , 42165.36111111,       32,       32,         86.7,   18.5
     2278 , 42165.36458333,       98,        4,         99.3,   19.0
     2279 , 42165.36805556,       10,       10,         96.7,   19.0
     2280 , 42165.37152778,        2,       22,         82.7,   19.0
     2281 , 42165.37500000,       10,       22,         19.3,   19.0
     2282 , 42165.37847222,       10,        5,         62.7,   19.0
     2283 , 42165.38194444,       10,       33,         86.7,   19.0
     2284 , 42165.38541667,        4,       41,         68.7,   19.0
     2285 , 42165.38888889,        0,        0,          0.0,   19.5
     2286 , 42165.39236111,        0,        2,          0.0,   19.5
     2287 , 42165.39583333,        0,        6,          0.7,   19.5
     2288 , 42165.39930556,        0,        2,          0.0,   19.5
     2289 , 42165.40277778,        7,        2,          0.7,   19.5
     2290 , 42165.40625000,       27,        8,          0.7,   20.0
     2291 , 42165.40972222,       16,        6,          2.7,   20.0
     2292 , 42165.41319444,        0,        0,          0.0,   20.5
     2293 , 42165.41666667,        0,        0,          0.0,   20.5
     2294 , 42165.42013889,        0,        0,          0.0,   20.5
     2295 , 42165.42361111,        8,        0,          0.0,   21.0
     2296 , 42165.42708333,       12,        7,          2.7,   21.0
     2297 , 42165.43055556,       44,      146,         81.3,   21.0
     2298 , 42165.43402778,       30,       28,         94.7,   20.5
     2299 , 42165.43750000,       32,      100,         88.0,   20.5
     2300 , 42165.44097222,       18,       72,         90.7,   20.5
     2301 , 42165.44444444,       26,       72,         94.7,   20.5
     2302 , 42165.44791667,       40,       58,         94.0,   19.5
     2303 , 42165.45138889,       38,       10,        100.0,   19.0
     2304 , 42165.45486111,       40,       52,         98.0,   18.5
     2305 , 42165.45833333,       38,       20,         98.0,   18.5
     2306 , 42165.46180556,       16,        8,        100.0,   18.0
     2307 , 42165.46527778,       24,      100,         89.3,   18.0
     2308 , 42165.46875000,       24,       20,         98.7,   18.0
     2309 , 42165.47222222,       16,       22,         99.3,   18.0
     2310 , 42165.47569444,       24,       24,         97.3,   18.5
     2311 , 42165.47916667,        0,       22,         72.7,   18.5
     2312 , 42165.48263889,        0,       10,         99.3,   19.0
     2313 , 42165.48611111,        0,        0,        100.0,   19.0
     2314 , 42165.48958333,       10,        0,        100.0,   19.5
     2315 , 42165.49305556,        0,        0,        100.0,   19.5
     2316 , 42165.49652778,       20,       20,         94.0,   19.5
     2317 , 42165.50000000,        0,        1,         17.3,   20.0
     2318 , 42165.50347222,        0,        0,          0.0,   20.0
     2319 , 42165.50694444,        0,        6,          0.0,   20.5
     2320 , 42165.51041667,        4,       33,         20.7,   20.5
     2321 , 42165.51388889,       10,       56,         89.3,   20.0
     2322 , 42165.51736111,       20,       60,         91.3,   19.5
     2323 , 42165.52083333,       26,      108,         85.3,   19.5
     2324 , 42165.52430556,       38,      163,         55.3,   19.5
     2325 , 42165.52777778,       34,      129,         70.0,   19.5
     2326 , 42165.53125000,       24,       72,         54.0,   19.5
     2327 , 42165.53472222,       52,      128,         57.3,   20.0
     2328 , 42165.53819444,       16,       56,         81.3,   19.5
     2329 , 42165.54166667,        6,       52,         69.3,   19.5
